,cleaned_body,pos_score,neu_score,neg_score,compound_score,rating,cs_scaled,sentiment
1197,wife flew slc denver back flight denver left time return flight leaving delayed hour mechanical problem credit frontier brought new plane new crew rather cancel flight gave u travel voucher seat uncomfortable seat ever experienced airline anywhere else matter difficult imagine anyone frontier front office approving seat installation sitting recline ridiculously small tray table extremely uncomfortable like sitting thin blanket placed hard bench seat uncomfortable would seriously consider ever flying frontier even free travel voucher flight relatively short longer flight sitting seat unfathomable suspect frontier cost analysis factored lost revenue people like fly frontier seat v additional revenue gained packing sardine think ford probably went type monetary analysis year ago gas tank pinto turn well ford think turn better frontier,0.139,0.676,0.185,-0.578,0.1,0.2032791862759982,negative
1198,seat recline long flight awful seat close seat front put head little tray even average height leg barely fit extremely uncomfortable,0.085,0.697,0.218,-0.5303,0.1,0.22741764080765145,negative
1199,departed chicago april portland frontier airline experiencing worst tsa check record boarded mcdonalds flight dinner seated row noticed seat uncomfortable school bus row narrow difficult navigate seat without tripping finished meal asked flight attendant could please dispose sack snarkly replied would keep could get around okay nearly hour forty five minute flight flight crew friendly appeared exhausted decided interact remainder flight return flight departed pdx slightly behind schedule due delayed push back gate crew looked exhausted friendlier time park bench hard seat leg room two working lavatory front back broken noticed nine tenth overhead warning light smoking seatbelt working cart made trip entire flight crew seen grabbing seat sleeping red eye good seat forward cabin area cost extra get small bottled water coffee everything else even get free glass water prescribed medication occurrence flight outbound return would recommend airline anyone,0.115,0.747,0.138,-0.4404,0.1,0.272911289914478,negative
1201,flew seat airline charged addition ticket price seat flight lax orl hr total trip time seat recline even inch service tray approximately inch deep inch length certainly big enough hold computer paperwork try enroute seat resembled sitting board really see would able flight duration however sore back neck arrival view future airline travel pity utilize service whoever designed seat run town rail,0.036,0.867,0.097,-0.4767,0.1,0.2545417742017104,negative
1203,terrible dreadful awful word describe uncomfortable seat seat recline,0.0,0.301,0.699,-0.891,0.1,0.04488639238904914,negative
1207,across boeing tight business class le economy possibly worst seat ever thankfully empty seat next think twice flying aircraft,0.113,0.648,0.239,-0.4767,0.2,0.2545417742017104,negative
1211,excited flying new boeing pek add utterly disappointed seat narrow could hardly move around largest person stretch imagination comparison economy class seat far worse awful legroom recline,0.069,0.659,0.272,-0.796,0.4,0.09296088254642983,negative
1224,boeing economy class seat quite bad enough space leg seat narrow extremely uncomfortable recommended long haul trip however get nowadays paying economy class ticket,0.07,0.706,0.225,-0.6816,0.2,0.1508526896412125,negative
1225,main problem space arm rest small comfortably elbow forward back could enormous amount space consumed central consol chest high arm rest small hard hardly rest,0.097,0.761,0.142,-0.0772,0.3,0.45670765649511663,negative
1226,narrow space seat confortable people cm value money represents worst deal pay ow ticket rec gru usd fly minimum comfort,0.186,0.606,0.208,-0.1531,0.2,0.4182986690956935,negative
1228,rear emergency exit row good leg room seat squab thin short note window row window however rest head bulkhead overhead manually adjustable air vent good tiny baggage locker row back plane tour group noisy seat front legroom sufficient place luggage front footrest ake obviously would choose seat back plane zoo legroom ok plane general sat exit row seat outbound flight would rather towards front suffer intra asia flight vn worst thing seat vn plane fly another airline need legroom ok seat storage row,0.105,0.772,0.123,-0.4019,0.5,0.2923941096098376,negative
1229,flight operated old model vietnam airline fleet seat aisle space quite narrow moreover tv screen view problem airplane taxiing flight entertainment content much quite boring,0.093,0.731,0.176,-0.3597,0.4,0.3137493041850109,negative
1231,tokyo narita minh city jet seat legroom width narrow suitable sleeping individual tv screen tv screen roof airplane unfortunately closed airplane took,0.0,0.897,0.103,-0.34,0.5,0.3237184353018572,negative
1233,lb likely would buy seat plane packed get wider reminded singular jetblue flight hou jfk definitely use older seat correct back problem force straight terrible thing,0.142,0.679,0.179,-0.296,0.5,0.34598451495369664,negative
1239,danang saigon minh operated leased china airline economy seat pitch foot rest lower seat front personal seat back video,0.0,0.891,0.109,-0.296,0.6,0.34598451495369664,negative
1244,booked bulkhead row mistake seat close bulkhead cannot straighten leg positive front space stand however able straighten leg made seat uncomfortable compared airline travelled pay extra seat assured reservation staff extra room correct failed warn u leg room,0.054,0.645,0.301,-0.8599,0.5,0.06062446232478114,negative
1246,avoid cost seat row economy reserved family baby row left side aircraft shifted back several cm result row row much much le legroom knee pressing seat back row entire trip hour situation made much worse fact person seated jammed seat way back far could giving even le leg room seat mate large tall gentleman suffered far u seat row claustrophobic couple fact seat row box restrict amount room people row stretch leg got recipe uncomfortable ride,0.028,0.811,0.161,-0.8834,0.3,0.04873235160163962,negative
1253,distinction low cost carrier even seat pitch reasonable like european airline keep middle seat unsold seat pitch worse experienced,0.105,0.675,0.219,-0.4019,0.1,0.2923941096098376,negative
1260,worst flight ever leg room limited seat would recline properly sleep minute bkk vie definitely avoid airline future,0.108,0.562,0.329,-0.6705,0.1,0.15646981428065382,negative
1265,never ever use airline seat designed torture anybody slightly longer leg foot tall completely inept airport staff unwilling even discus issue suffer way bangkok vienna back plenty lesson learn thai airway flying boeing bangkok melbourne adequate leg room etc,0.042,0.795,0.163,-0.7579,0.1,0.11224128333586357,negative
1266,austrian ridiculously inferior economy product long haul flight hard basically reclining seat stuffy worn boeing completely unacceptable flew iad vie austrian connected via munich return flight lufthansa difference,0.0,0.657,0.343,-0.8748,0.1,0.05308435807904458,negative
1268,jfk vie trip torture uncomfortable seat ever plane food good relative usual economy experience,0.142,0.539,0.319,-0.5574,0.1,0.21370375993117757,negative
1269,completely unacceptable long haul flight seat recline much ulphostery old,0.0,0.732,0.268,-0.5095,0.4,0.23794342391579376,negative
1270,definitely worst flight ever economy class uncomfortable seat poor seat pitch recline taller cm choose another carrier ready cramped,0.179,0.483,0.338,-0.6808,0.2,0.15125752745306414,negative
1271,travel lot worst experience long haul flight economy ever seat row low seat pitch resulted extremely uncomfortable flight despite fair service huge ptv,0.0,0.58,0.42,-0.9004,0.2,0.04012954809979254,negative
1272,completely unacceptable long haul flight seat recline much ulphostery old,0.0,0.732,0.268,-0.5095,0.4,0.23794342391579376,negative
1273,definitely worst flight ever economy class uncomfortable seat poor seat pitch recline taller cm choose another carrier ready cramped,0.179,0.483,0.338,-0.6808,0.2,0.15125752745306414,negative
1274,travel lot worst experience long haul flight economy ever seat row low seat pitch resulted extremely uncomfortable flight despite fair service huge ptv,0.0,0.58,0.42,-0.9004,0.2,0.04012954809979254,negative
1275,experience terrible disappointing tall slim seating crammed extremely uncomfortable kneecap touching seat front shoulder touching neighbor way reach comfortable position seat recline damaged broken button person front reclined seat possible use inflight entertainment right front two food option chicken noodle strange limited choice chicken apology crew condiment tomato chilly sauce noteworthy snack flight entertainment selection film movie limited lot movie film offered english quality earphone low earplug offered,0.127,0.613,0.26,-0.8932,0.2,0.043773088406457175,negative
1279,seat travelling many boeing noticed crew confirmed front part cabin extremely noisy therefore walked cabin could observe area beginning wing front part engine suprisingly silent last flight swiss decided seat row seat really noise much lower,0.0,0.884,0.116,-0.5356,0.9,0.22473559030413442,negative
1280,boeing reserved seat extra cost course pay leg room seat narrow even small person like hell aisle narrow almost walkside facing hit passenger seated return late reserve bulk head took extra two guy front inconsiderate regardless extra leg room front reclined seat maximum suffocating worst experience year travel never travel swiss air,0.04,0.752,0.208,-0.8885,0.2,0.0461515105510855,negative
1281,worth money old seat seen better day ife becomes useless ft passenger seat front reclined screen becomes illegible due old monitor available viewing angle avoid ife box installed legroom seat paid extra seat reservation boarding however realize box complained seating map correspond reality cabin crew member simply told help offered unload suitcase could stay zurich accept situation annoying happens repeatedly seems swiss ignores incorrect cabin map airline compare swissair old swiss sad sad,0.111,0.683,0.206,-0.8225,0.2,0.0795506300288447,negative
1287,booked flight six month advance paid reserved seat got boarding pass saw wife different seat even row changed airplane type staff sfo ignored complain said paying window aisle seat got would separated hour flight wife fear flying another passenger kind switch seat sitting close email complaint swiss successful week got email full phrase regret,0.107,0.699,0.193,-0.5859,0.1,0.1992814128839634,negative
1289,first last flight swiss new boeing scheduled replace fleet swiss queezes seat row make extremely uncomfortable short flight plane designed ultra long flight imagine flying hong kong even jfk guy front lowered seat backrest cm inch reading watching video screen impossible seat narrow width distance seat front small cm ft weigh kg lb average usually problem widebody jet thank goodness seat next remained free even people smaller squirmed seat warn everyone foot go plane worst experienced widebodies flight life seen lot,0.093,0.773,0.133,-0.4201,0.1,0.2831840493902131,negative
1290,comfortable flight lx zurich copenhagen followed awful flight zurich porto lx although asked check baggage copenhagen check staff weighed told carry harassed ground staff insist weighing bag handheld scale insisting weight checked baggage tried explain weighed finer instrument check copenhagen person listening boarded discovered allocated seat row window recline terrible flight lx show swiss air great lx show flip side bad staff bad attitude bad service beware,0.086,0.682,0.232,-0.9136,0.3,0.0334497242042407,negative
1296,rj seat row offer space luggage cabin seat view obstructed engine noisy put luggage seat space foot,0.0,0.904,0.096,-0.1779,0.6,0.40574869692829313,negative
1298,worst ever experience low cost carrier flew zrh hour nightmare leg space uncomfortable seat reclining position worth mentioning frequent flyer occasion worse seating low cost carrier bcn zhr swiss never,0.048,0.602,0.351,-0.9022,0.1,0.03921866302312637,negative
1301,uncomfortable flight ever seated due large box room foot seat seat suitable child seat far narrow hard,0.0,0.789,0.211,-0.4588,0.1,0.2636000202418906,negative
1302,long haul cramped hard skinny uncomfortable worst long haul flight endure add insult injury food worst ever,0.0,0.375,0.625,-0.9538,0.1,0.01310662415869644,negative
1305,economy class joke leg room almost inexistent super restricted seat storage using table front struggle hour flight atlantic even though booked aisle seat hard time getting sitting poor interior layout expect people fly swiss never never airline used ok similar low level institution industry rude flight attendant know called swiss attitude service oriented way crowd plane weird mostly old people perhaps sign symptom stay away cost,0.073,0.703,0.224,-0.8403,0.1,0.07054298871514599,negative
1306,incredibly cramped uncomfortable seat narrow hard leg room limited add insult injury worst food ever long haul flight staff however pleasant courteous short haul plane massive improvement respect seems illogical,0.259,0.408,0.334,-0.3976,0.1,0.29457011284854007,negative
1307,ft inch tall flew swiss lx zrh gru zrh seat swiss economy suitable people space row small knee touched seat front position could see anything video screen front seat reclined tray laid belly cannot recline seat back decent rest position moreover seat narrow forcing maintain permanently straight seating position seat bad sufficiently comfortable flight hour condition return flight box legroom underneath seat front took half legroom could place foot front seat next box stay aisle led permanent problem trolley guest passing seat row impossible sleep leg back started aching hour complained shortly left sao paulo purser able impression willing find remedy admittedly economy class full business case brazenness sell seat regular economy seat already uncomfortable torcher place grown seat long distance,0.053,0.838,0.109,-0.8225,0.3,0.0795506300288447,negative
1309,delhi zurich december hour flight bearable due aisle seat gave cm tall least space stretch leg night flight due ife old fashioned overall seat design economy swiss class extremely cramped odd find seat pitch connecting intra european short haul flight short haul fleet swiss fitted new recaro seat offer lot space even though might bit harder would choose current swiss long haul offering time forced swiss long haul flight try secure bulkhead seat currently acceptable seat swiss long haul fleet,0.054,0.881,0.065,-0.2212,0.1,0.3838368503618238,negative
1311,seat uncomfortable hardly padding left feel lumpy due equipment box window seat little leg room seat fully reclined hardly eat drink get seat,0.0,0.894,0.106,-0.3818,0.2,0.30256565963260973,negative
1312,never ever travel swiss airline unfortunately return singapore seat hardest ever sat leg felt cramped chin walking getting seat painful knee horrible experience travelled tokyo zurich,0.0,0.723,0.277,-0.8316,0.1,0.07494559991903245,negative
1314,kg move seat absolutely terrible cramped upset realised airline home never fly swiss,0.0,0.637,0.363,-0.7397,0.2,0.12145134355548808,negative
1315,bkk zrh last row airline assigned u seat despite star alliance gold status made furious legroom ridiculous absolutely impossible sleep especially given lovely proximity restroom flush every minute,0.119,0.7,0.181,-0.2782,0.3,0.3549921562673954,negative
1317,swiss seat bad reclining pretty decent managed sleep hour flight,0.218,0.544,0.238,-0.0772,0.8,0.45670765649511663,negative
1318,seat front appeared recline slightly rest making viewing tv screen difficult,0.0,0.8,0.2,-0.3612,0.4,0.31299023328778913,negative
1323,tall people horrible experience long haul flight never use swiss unless add leg room,0.0,0.788,0.212,-0.5423,0.1,0.22134507362987704,negative
1326,hong kong zurich leg overall seating quite good medium small frame person sitting lcd entertainment system screen hopeless seat front reclined lose sight program lower seat see program becomes uncomfortable,0.148,0.593,0.259,-0.5434,0.5,0.22078842163858106,negative
1327,singapore zurich absolutely terrible seat seat hard backside painful hour seat large box contains entertainment electronics restricts leg space outrageous unit edge metal box cut leg making uncomfortable truly horrible,0.122,0.427,0.452,-0.9259,0.1,0.02722534284702195,negative
1340,disappointed old boeing business class old outdated seat aircraft beautiful business class section old ugly business class,0.16,0.576,0.263,-0.3612,0.2,0.31299023328778913,negative
1342,lhr doh cmb lhr flying economy class newly configured boeing flying economy abreast seat layout highly overrated despite good legroom bulkhead seat flight enough padding recline seat cramped partner broad shoulder seat meant shoulder touching others though minding couple meant shoulder touching neighbour shoulder fight elbow room,0.0,0.895,0.105,-0.6451,0.4,0.16932341480694296,negative
1344,really average seat place ife basically working narrow space leg window dirty old furniture seat table uncomfortable eat could put big plate making even narrow general slept flight chance charge phone watch film cabin crew able change english least arabic two hour screen shut completely,0.04,0.848,0.111,-0.5423,0.3,0.22134507362987704,negative
1349,seat really comfortable long haul flight sometimes back pain sitting long amount time flight feel pain legroom bearable although wish legroom tall always hard find room put foot small box seat front bit annoying,0.14,0.622,0.238,-0.5279,0.9,0.22863215424320632,negative
1351,flight doha europe fine economy seat reasonably comfortable flight perth boeing diabolical seat narrowest encountered window seat space seat wall aircraft hr flight uncomfortable flying doha cabin crew took hr starting serve meal another hour collect tray doha time sun coming blind shuttered sleep,0.101,0.794,0.105,-0.0516,0.2,0.4696624664743687,negative
1368,boeing avoid flying boeing economy seat width terrible leg room inadequate due ife box seat front reclined move seat ife class leading modern fleet apart two point feel qatar living previous reputation,0.0,0.784,0.216,-0.7906,0.5,0.09569353777642835,negative
1402,cramped economy seat made particularly uncomfortable entertainment system take considerable space foot well leg angle avoid box exceptionally uncomfortable flight,0.184,0.533,0.284,-0.4229,0.4,0.28176711704873236,negative
1422,first airline travelled suffered discomfort economy seat,0.0,0.455,0.545,-0.7184,0.9,0.13223015029603763,negative
1430,average comfort fairly wide seat seat pitch still problem taller people though,0.164,0.658,0.178,-0.0516,0.7,0.4696624664743687,negative
1435,muscat riyadh flight flight old even business class seat look outdated seat cramped compared flight small guy cramp really mean small big guy next already took space well avoid boeing mct ruh cost,0.058,0.831,0.111,-0.2263,0.4,0.38125600931126974,negative
1455,recently flew spain montreal montreal victoria flight air canada rouge respectively tight uncomfortable seat economy worst seat cushion narrow uncomfortable bottom concave tended slide forward enough knee hit back seat front seat pitch cramped longer limb could even fit properly without splaying knee either side top customer front reclined seat later flight many wanted sleep including good luck knee aisle much time danger bashed cart people walking wait get plane told ac wifi working second flight entertainment ac power outlet work aircraft intermittent seems many ac route converted rouge several bad experience since rouge introduced avoid flew ryanair vueling discount carrier comfortable cheaper,0.147,0.708,0.145,-0.1779,0.1,0.40574869692829313,negative
1456,seat terrible minimum standard applied claustrophobic zero leg room airline required remove seat provide leg room,0.0,0.829,0.171,-0.4767,0.1,0.2545417742017104,negative
1457,bogota toronto hour flight seat hard hardly recline use cushion uncomfortable service bad install app tablet entertainment,0.12,0.558,0.322,-0.5719,0.5,0.20636607459136685,negative
1458,air canada rouge flight toronto europe worst uncomfortable flight ever unable get leg behind seat front consequently knee hit every time flight attendant passed cart disappointed never fly air canada rouge,0.0,0.741,0.259,-0.8689,0.1,0.05607003694145034,negative
1459,seat size insufficient long flight wife flew hr toronto athens flight took hr return leg room entertainment system flight going ipads rent returning ipads available cost unaware air canada rouge uncomfortable plane long flight use future,0.07,0.821,0.109,-0.1531,0.4,0.4182986690956935,negative
1460,seat extremely hard even average height knee seat front whole flight uncomfortable top passenger front reclined seat fortunately flight longer hour wait get,0.069,0.766,0.165,-0.3597,0.1,0.3137493041850109,negative
1461,seat hard cramp leg hour flight passenger front reclined leaving absurdly small distance u going study seat chart carefully fly region rouge price cheap,0.061,0.81,0.13,-0.1779,0.1,0.40574869692829313,negative
1462,air canada altitude member recently paid extra premium economy air canada rouge flight got u bulkhead seat emergency row adjacent bathroom cold air coming emergency made drafty cold trip well stop traffic bathroom additional space offered upgrade underwhelming stretch leg anyway quality seat padding poor consistently disappointed air canada rouge frustrated wish continue support air canada rouge option many air canada route,0.098,0.68,0.222,-0.8591,0.2,0.06102930013663278,negative
1465,call cattle class reason could barely move broader beam would fit person front reclined would rendered tray table totally useless never mind getting crawl across two similarly imprisoned people go bathroom flight entertainment except rental ipad charging available personal device uncomfortable seat sat year mainly business related travel,0.093,0.754,0.153,-0.5256,0.1,0.22979606295227978,negative
1473,air canada rouge absolutely worst seating airline flown knee pressed seat front feel knee person behind pressed firmly back get plane pain,0.0,0.722,0.278,-0.8268,0.1,0.07737462679014222,negative
1477,seat cushioning essentially existent making fairly uncomfortable back rest uneven actually caused hurt back term leg room reasonable width seat reasonable overall experience dreadful seat comfortable,0.096,0.643,0.26,-0.6808,0.1,0.15125752745306414,negative
1479,even though paid get seat front plan leg room aircraft especially blue air small first time sat limited space seat top try sleep seat get neck problem seen least people complaining could sleep way seat afterwards complaining neck basically head laying way back problem neck seat old due age aircraft,0.032,0.776,0.192,-0.7964,0.2,0.09275846364050404,negative
1493,seated last row seat economy seat configuration last two row middle section seat short middle due curvature rear aircraft rather drawback last plane bad connection line may develop folk waiting toilet avod seatback generous seat pitch,0.081,0.833,0.086,-0.0516,0.8,0.4696624664743687,negative
1495,overall seat bad found seat fully reclined hardly see tv screen legroom space bad compared many airline flown seat width bad getting seat sometimes pain neck since tripped often due lack space,0.0,0.626,0.374,-0.9442,0.7,0.017964677900915934,negative
1500,middle row aisle seat boeing aircraft getting old know gradually upgrading seat uncomfortable especially flight outdated entertainment system put shame airline could see square plus got cross audio system well channel see return flight offer,0.123,0.74,0.136,-0.1372,0.5,0.4263448206062446,negative
1501,upgraded front emergency exit seat legroom problem boeing seat narrow uncomfortable ploy make u upgrade premium economy use next time,0.0,0.669,0.331,-0.7845,0.3,0.09878042609179699,negative
1502,worst business seat experienced date seat short seat go flat step foot passenger next get usb port charge phone pay guarantee seated next partner never airline business never,0.062,0.769,0.169,-0.5423,0.1,0.22134507362987704,negative
1505,new seat unacceptable hard slim padded area head rest back support angle quite strange small seat base spent journey pain cramped condition may tolerable short flight seat two hour torture virtually arm rest,0.062,0.622,0.316,-0.8748,0.1,0.05308435807904458,negative
1508,booked japan airline unaware return flight actually codeshare outward jal flight economy cabin seat pitch decent plenty leg room wherever put video box seat plenty room move leg seat return flight different story seat pitch poor knee practically touching seat front box video lot seat third meagre legroom seat taken video box make extremely uncomfortable hour flight impossible sleep leg jammed seat prevented reclining properly jal let book seat make booking force book sooner hour flight unless pay money,0.013,0.878,0.109,-0.796,0.3,0.09296088254642983,negative
1510,terrible seat premium economy shabby screen dark cannot see felt packed much different economy felt waste money,0.0,0.718,0.282,-0.7096,0.1,0.13668336622640556,negative
1512,london heathrow edinburgh early morning flight sat right back seat poor legroom bearable flight min food available buy onboard overall good seat amenity coat hook adjustable head rest included,0.088,0.818,0.094,-0.0516,0.5,0.4696624664743687,negative
1517,boeing ymmr yr old ymmd yr old flew gatwick cape town seat configuration business class seat latest standard industry seat feel tight look tired forget privacy passenger privacy except window side seat divider provide little sense privacy stepping passenger aisle seat nice seat flat ife system old touch screen poor quality screen need pressed really hard make selection content much varied plus flying club world legroom sitting world traveller premium economy luggage allowance wifi available otherwise think club world overpriced get amazing experience staff attentive way cpt way back lgw unfortunately staff quite often attitude burden like u acceptable food ok nothing special rectify flying club world,0.109,0.752,0.139,-0.4243,0.2,0.28105865087799203,negative
1520,first time flying kuala lumpur boeing excited trip made back fly malaysia stopping service many year paid seat first row longer leg room regretted disappointed choice made complain crew seat sunk felt uncomfortable sitting seat crew offered extra pillow seat help either tv screen working would recommend totally avoid sitting row seat close lavatory hear toilet time crew friendly helpful fault,0.17,0.611,0.219,-0.4576,0.1,0.26420727695966806,negative
1521,frequent flier gold british airway year seat new plane european flight smallest uncomfortable ever travelled heard going add row sat believe little leg room row reduced could barely fit worst thing plane exit row extra leg room total seat whole plane europe,0.046,0.819,0.135,-0.6387,0.1,0.17256211730175597,negative
1526,seat terribly uncomfortable economy claim legroom seemed like le wife close seat front u gentleman next wife average height knee pressed seat front seat narrow honestly even attempt doze point,0.15,0.681,0.169,-0.1779,0.3,0.40574869692829313,negative
1528,wife flew economy british airway long haul heathrow miami return never use long haul economy flight recommend others although cabin staff excellent seat space pitch width awful much dreaded return flight outbound airbus february inbound boeing march u average uk height hesitate think likely discomfort passenger seat front reclined getting access aisle aisle seat use toilet needed contortion worthy circus performer flight seat reclining mechanism return flight broken added already cramped discomfort experience repeated flight depart arrive schedule,0.096,0.719,0.185,-0.8126,0.2,0.08456049795050859,negative
1529,leg rest premium economy flight back heathrow singapore make resting long flight difficult footer rest certainly enough button seat adjustment recliner extremely hard press passenger seated beside made comment difficulty get seat recline pushed back due tightness button seat adjustment,0.053,0.8,0.147,-0.4927,0.1,0.2464450179646779,negative
1531,old boeing worn seat inflight entertainment system bygone see line across screen compared premium etc bad joke business class seemed updated nothing else cannot understand company money vastly different experience repair made duct tape aircraft filthy soon looked anywhere behind facade,0.105,0.776,0.119,-0.1779,0.3,0.40574869692829313,negative
1532,trip gatwick kingston july staff nice problem seat got seat headrest fallen rest row flight attendant anything fix fly sore neck beam sticking spine claim available space upgrade went cabin aircraft seemed full,0.071,0.734,0.195,-0.5994,0.1,0.19244977480896713,negative
1535,restricted legroom row possibly smallest amount leg room experienced certainly worse class rival low cost airline easyjet flybe economy service board option buy overpriced sandwich best fly carrier going forward frill airline premium price,0.152,0.668,0.18,-0.0516,0.1,0.4696624664743687,negative
1548,flew gatwick direct tampa th april returned jfk new york nd april flight economy class boeing person sat front broken seat kept reclining beyond anything ever seen virtually sat knee stewardess said fix like could done left embarrassing person seat well annoying able move family member empty seat vacate situation however person sat front new seat fully reclined chair hemmed much nearly impossible get go toilet thing happened return flight fully reclined seat leave unable get go toilet without pushing person front waking acceptable tv screen foot someone suffers claustrophobia horrendous flight never airline fly several time year first last time ever fly,0.058,0.785,0.157,-0.8925,0.2,0.04412732149182737,negative
1549,british airway seems always old dirty aircraft day seat uncomfortable cramped legroom poor seat width constricting perhaps made feel worse surly cabin crew round penny pinching approach day,0.0,0.672,0.328,-0.8934,0.2,0.04367187895349428,negative
1551,british airway premium economy boeing dirty outdated audio visual possibly worst ever seating terrible condition trim broken audio visual work iphone bigger screen surrounding area unclean staff accepted fact worst ever flown would suggest give british airway wide berth route ditto south africa similar issue encountered,0.035,0.673,0.291,-0.9451,0.1,0.017509235362582847,negative
1552,british airway upper deck window economy class seat two box side seat front may block leg make uncomfortable may make area store bag laptop smaller aisle seat next window seat got bigger area underseat storage,0.0,0.857,0.143,-0.6705,0.6,0.15646981428065382,negative
1555,boeing cramped layout worse new layout future biggest issue lack space seat front due flight entertainment ife box seat box took three quarter space wide could rest foot lucky middle seat empty could put bag seat sat angle could stretch foot middle seat,0.11,0.748,0.142,-0.1531,0.4,0.4182986690956935,negative
1558,worst flying experience worst airline ever flown paid seat fully blocked could bend backward forward middle separator could raised contacting customer relationship flatly denied refund requested terrible seat,0.0,0.581,0.419,-0.9485,0.1,0.015788674662213453,negative
1559,felt like monkey shrunken cage shame inhumane treatment never fly leg room existent wait panic forward passenger reclines unable comfortably eat elbow room control individual air flow told air crew control asked attendant turn heat twice nothing changed time food trolley reached u row ran st choice row ahead u may others cloth separated plastic back exposing foam padding,0.101,0.77,0.128,-0.4215,0.1,0.2824755832194727,negative
1560,sadly leg room dramatically reduced since new roll seat long legged always picked british airway felt gave extra inch leg room budget airline look like longer case flying faro gatwick leg firmly wedged back seat front leaving nice dented sore knee arrival anyone would advise flying economy class british airway budget airline premium price worst combination,0.081,0.776,0.143,-0.6249,0.1,0.17954556955619655,negative
1562,ridiculously restricted footroom every seat massive metal box foot space presumably inflight entertainment system see attached photo wrote complain primarily received apology delay departing complaint ignored read really give damn people economy qualm showing uncomfortable flight recent year clearly something change anytime soon flown rest booked flight done,0.105,0.582,0.313,-0.9038,0.1,0.03840898739942309,negative
1563,legroom economy getting worse change plane try squeeze passenger onboard undercarriage seat front prohibited much area put foot flight due seat made narrower fit seat across plane give much wiggle room essential long haul flight gentleman front chair reclined whole journey forced became domino effect throughout plane unable see small tv screen front power supply economy single usb point next screen area limiting need use laptop device using usb charging,0.033,0.886,0.081,-0.5574,0.1,0.21370375993117757,negative
1567,club europe complete waste money thing get extra money fairly good meal leg room difference middle seat comfort airline fast checkin airport broken queue everybody else plane landed heathrow disembarked via behind club europe seat staff allow u go first thus making mad dash many older people club europe seemed fairly overwhelmed club europe bag last therefore wait half hour bag unsure exactly extra cost club europe gave u person disappointed say least complained received absolutely response apology compensation british airway summary waste money flying club europe,0.12,0.714,0.166,-0.7759,0.1,0.10313243256920196,negative
1569,far disappointing waste upgrade mile ever used used mile believe upgrade world traveler plus premium economy first complaint worn cloth covered seat tear fabric foam padding seat clearly need replacement second complaint power point seat avod system joke left london gatwick airport rebooted system time would work sometime around third hour flight began work screen scratched dull matter watch anything could see washed echo picture stated time time upgraded new cabin well tell lying plane piece junk return flight tomorrow dreading getting plane london tampa disney service bother spending money upgrading plane constantly full family spending hard earned money expecting great thing providing poor service believe taking part bait switch tactic plane trying get people upgrade cabin showing boeing dreamliner airbus unless flying new york boston junker wasted mile complaining person via email letter upon return,0.074,0.719,0.207,-0.9628,0.2,0.008552198775365633,negative
1574,economy class flight london new york without doubt uncomfortable fight date flown world never uncomfortable british airway longer arm rest half wall side chair woman hip jammed seat discomfort entire ride average size pair hip fit square box add insult injury jammed seat thigh everything difficult maneuver made uncomfortable rather embarrassed upgraded flight home deal flying,0.185,0.623,0.192,-0.3724,0.2,0.3073225039218663,negative
1576,flew return lhr yyz boeing seating small seatmates ft seat front close inconsiderate person front immediately reclined seat max put book away back seat inch hour felt like hour turned movie screen close see screen never fly,0.062,0.866,0.072,-0.1027,0.1,0.44380345124234605,negative
1582,moderately old boeing tired decor functioning screen nice surprise decor flecked sort particulate matter cleaned leather effect polyvinyl seat back appeared attacked box cutter disturbing seat jack socket headphone intermittent sound ear hold certain amount pressure premium economy seat recline much barely economy flat hard leaf bottom numb additionally relevant cabin layout toilet economy mean go curtain economy every glare thinking class customer coming use economy toilet much cop really see benefit regular economy,0.127,0.705,0.167,-0.5511,0.5,0.21689185769950914,negative
1583,british airway boeing old screen remote barely work seat flat uncomfortable hr sitting seat would damage anyone back interior trim general look cabin old dated,0.0,0.799,0.201,-0.7003,0.3,0.1413896057891807,negative
1585,old british airway premium economy seat front row uncomfortable double price class yet terrible old seat ife size palm cold service food class trash cabin staff use bathroom first time flying british airway hated long haul electrical outlet,0.0,0.78,0.22,-0.872,0.3,0.05450129042052529,negative
1587,british airway taken step closer ryanair clone charge even loyalty card holder travelling without checked bag change terrible seat assigned british airway sly way opinion flown time last month time colleague every occasion seat assigned u rear plane every time without window seat done despite plenty free seat available mid front plane reason specifically force pay seat change look seat map today flight attached despite numerous free seat around put u back plane side aisle cant even talk together comfortably checking minute online check opened lack available seat airline charge seat selection normally low cost carrier british airway charge premium fee seat national carrier pure greed checked bag saving money punish return save time money loading plane staff check desk downtime gate risk due terror hype paying replace lost baggage belonging fuel due le weight etc reduce ticket price increase urge give miss change policy plenty airline value frequent flyer,0.081,0.749,0.17,-0.9119,0.1,0.03431000455442537,negative
1591,returned roundtrip british airway flight amsterdam london onto san diego flight amsterdam london bad normal seat even got drink hour flight san diego brought tear front put seat way back taxing runway let tell seat literally inch watching movie small screen difficult close proximity screen seat uncomfortable feel every move person front back would flight never recommend route way,0.0,0.837,0.163,-0.8661,0.6,0.057486969282931046,negative
1592,front boeing economy cabin british airway claustrophobic caused divider separate business cabin economy cabin ife box occupy almost half foot space seat front hard stretch leg sleep rest pitch seat horrible boeing quite comfort nightmare,0.07,0.806,0.123,-0.2748,0.2,0.35671271696776485,negative
